지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa)
108,서울,2018-12-03,11.5,9.3,643,13.5,1822,13.25,,,,,9.5,6.3,90,137,3.2,270,2016,1.4,1189,90,9.1,47,16,87.4,11.9
108,서울,2018-12-04,6.7,-.3,2400,11.8,2,6.75,,,,,5,10.8,320,1923,5.6,340,2028,2.7,2359,290,2.1,42,2049,74.9,7.9
108,서울,2018-12-05,0,-4.3,726,3.4,1416,,,,,,,7.1,320,1449,4,290,1434,1.5,1298,290,-12.2,25,1323,39.5,2.4
108,서울,2018-12-06,2.4,-1,2356,6.8,1302,1.25,,,,,0,12.6,320,2337,5.7,290,2138,2.3,1971,270,-7,31,1549,50.5,3.7
108,서울,2018-12-07,-7.3,-9.6,2353,-1.1,1,,,,,,,13.3,320,134,5.9,290,255,3.8,3291,290,-20,20,1140,37.1,1.3
108,서울,2018-12-08,-8.3,-11.4,725,-4.4,1504,,,,,,,9.9,320,1403,5.5,320,1410,2.6,2287,340,-21,20,834,37.1,1.2
108,서울,2018-12-09,-7.2,-11.8,735,-2.1,1538,,,,,,,7.1,250,1600,3.4,290,1601,1.5,1339,290,-23.2,16,1416,27,1
108,서울,2018-12-10,-2.5,-8.1,639,4.6,1521,,,,,,,4.4,360,829,2.9,340,1754,.9,759,50,-17,18,1353,33.3,1.7
108,서울,2018-12-11,.2,-2.4,10,2.9,1344,,,,,,,6.1,360,2100,3.9,340,2109,1.2,996,20,-10.8,24,1149,44.8,2.8
108,서울,2018-12-12,-1.9,-5,727,2.4,1426,,,,,,,6.8,340,125,4,290,1442,2.2,1896,290,-14.9,20,1517,39,2
108,서울,2018-12-13,-2.2,-5.9,2358,2.1,1424,9,,,,,1.3,11.1,270,1439,5.8,320,1446,2,1745,320,-9.8,33,1601,57.4,3
108,서울,2018-12-14,-4.4,-7.8,820,.6,1442,,,,,,,6.4,320,1157,3.5,320,1557,1.7,1496,290,-15,29,1345,44.3,1.9
108,서울,2018-12-15,-2.4,-7.8,734,3.2,1444,,,,,,,4.2,90,957,2.1,270,1845,1,829,20,-12.7,28,1314,46.8,2.3
108,서울,2018-12-16,0,-2.6,158,2.1,1531,6.25,,,,,.3,5,20,758,1.7,50,758,.9,751,50,-6.1,53,650,63.8,3.9
108,서울,2018-12-17,1.6,-1.5,2359,5.9,1439,.67,,,,,.3,7.5,340,502,4.3,340,749,1.8,1525,290,-5.9,31,1345,60.1,4
108,서울,2018-12-18,2.6,-2.8,720,7.4,1405,,,,,,,8.1,200,1405,4.1,270,1441,1.4,1209,230,-5.4,35,1709,56.3,4.1
108,서울,2018-12-19,4,1.3,618,9.5,1456,,,,,,,6.1,290,1131,3.3,320,1133,1.4,1229,290,-5.8,17,1443,53.4,4.2
108,서울,2018-12-20,3.4,-1.1,700,10.4,1521,,,,,,,4.1,200,1417,2.4,320,1637,.9,797,20,-7.7,27,1338,45.5,3.4
108,서울,2018-12-21,5.6,.4,153,9.8,1555,,,,,,,4.8,70,832,2.6,320,1837,1.1,974,70,-7.2,28,1151,40.1,3.6
108,서울,2018-12-22,6.9,2.9,835,12.4,1504,,,,,,,7.1,290,1648,3.6,290,1638,1.5,1315,290,-3.5,26,1444,48.9,4.7
108,서울,2018-12-23,2.4,-3.4,2355,7.5,1345,,,,,,,11.3,290,1530,5.7,320,1906,2.9,2535,290,-9.5,21,1443,43,3.2
108,서울,2018-12-24,-2.3,-5.9,809,3.1,1359,,,,,,,6.7,270,1544,3.6,290,952,1.6,1417,290,-16.1,16,1505,35.9,1.8
108,서울,2018-12-25,.6,-4,105,5.2,1407,,,,,,,5.3,160,1858,2.7,200,1901,1.2,1016,50,-8.2,33,1217,53.4,3.6
108,서울,2018-12-26,-1.5,-7.1,2359,3,40,,,,,,,8.8,320,2352,4.5,320,1321,2.8,2405,290,-14.7,17,1534,40.8,2.4
108,서울,2018-12-27,-10.1,-12.5,2352,-6.5,1428,,,,,,,10.4,320,1034,5.8,290,2006,3.5,3053,290,-25.8,16,1012,28.3,.8
108,서울,2018-12-28,-10.5,-14.4,724,-6.6,1545,,,,,,,8.2,340,246,4.4,270,1438,2.5,2165,290,-23.9,23,1549,33,.9
108,서울,2018-12-29,-7.6,-10.5,647,-3,1525,,,,,,,9.4,340,1223,5.5,320,1145,2.9,2466,290,-22.9,18,1409,29,1
108,서울,2018-12-30,-6.8,-11.3,533,-.9,1449,,,,,,,5.6,340,845,3.1,340,848,1.2,1035,290,-19.8,23,1519,35.9,1.3
108,서울,2018-12-31,-5.4,-10.5,730,-.5,1453,,,,,,,5.7,270,1337,3.4,290,1339,1.2,1031,290,-17.8,16,1439,39.6,1.6
